user_id,image_id,valence,arousal,dominance,rating,categorical_emotion
12,1858,3,1,1,1,Neutral
12,2955,3,1,1,0,Fear
12,2876,5,2,4,0,Disgust
12,2989,4,3,4,1,Happiness
12,2448,1,1,1,1,Neutral
12,500,5,1,5,1,Happiness
12,1838,4,3,3,1,Surprise
12,1721,4,1,2,1,Happiness
12,2998,4,1,3,1,Sadness
12,2099,4,1,1,1,Happiness
13,2995,4,1,2,1,Neutral
13,2787,5,2,5,1,Happiness
13,1267,5,2,2,1,Happiness
13,601,4,3,3,1,Neutral
13,1775,1,4,1,1,Sadness
13,2474,1,1,1,1,Neutral
13,1089,5,3,3,1,Happiness
13,142,1,1,1,0,Anger
13,1645,5,3,4,1,Happiness
13,2299,5,2,3,1,Happiness
13,227,2,2,2,0,Anger
13,155,1,1,1,0,Sadness
13,2684,1,1,1,0,Neutral
13,1280,3,2,2,0,Surprise
13,1601,1,1,1,0,Neutral
14,2097,1,1,2,1,Neutral
14,2137,2,2,2,1,Neutral
14,2556,2,2,3,1,Happiness
14,1342,3,3,3,1,Happiness
14,2844,1,1,1,0,Sadness
14,2533,1,1,1,1,Neutral
14,1279,3,3,3,1,Happiness
14,1091,4,4,4,1,Happiness
14,2736,2,2,2,0,Fear
14,174,3,3,2,1,Surprise
14,857,3,3,2,0,Sadness
14,612,4,4,4,1,Happiness
14,2649,3,2,3,0,Surprise
14,731,3,3,3,1,Surprise
14,1805,3,3,3,0,Sadness
15,1312,3,2,3,1,Happiness
15,1197,3,3,3,1,Happiness
15,1792,2,2,2,1,Neutral
15,407,4,3,3,1,Happiness
15,1761,2,2,2,1,Neutral
15,2920,3,3,2,1,Surprise
15,346,3,4,3,0,Neutral
15,2882,3,2,3,1,Surprise
15,689,4,4,4,1,Happiness
15,2583,3,3,3,1,Neutral
15,2848,3,3,3,1,Neutral
15,327,3,3,3,1,Surprise
15,2447,4,4,4,0,Sadness
15,2390,3,3,3,0,Sadness
15,1726,3,3,3,0,Sadness
16,364,2,1,3,0,Neutral
16,60,3,2,2,1,Happiness
16,1335,1,1,1,0,Neutral
16,2286,4,2,2,1,Happiness
16,215,5,3,2,1,Happiness
16,2435,3,1,1,1,Neutral
16,2259,1,1,1,0,Neutral
16,205,2,1,1,1,Neutral
16,1833,4,1,1,0,Sadness
16,1395,5,3,1,1,Happiness
16,336,5,1,1,0,Disgust
16,993,2,1,1,0,Neutral
16,2135,4,1,1,1,Happiness
16,1748,3,1,1,0,Sadness
16,2410,4,1,1,1,Neutral
17,80,5,3,4,0,Surprise
17,1720,5,5,5,1,Happiness
17,551,3,2,2,1,Neutral
17,3041,3,3,3,1,Surprise
17,2811,4,3,4,0,Fear
17,2804,4,4,4,1,Fear
17,476,4,4,4,1,Happiness
17,166,4,4,4,0,Disgust
17,257,4,4,4,1,Happiness
17,530,4,4,4,1,Neutral
17,791,4,3,3,1,Surprise
17,2396,4,4,4,1,Neutral
17,1495,4,3,3,1,Happiness
17,1317,5,4,3,1,Neutral
17,3057,4,3,3,0,Sadness
18,2476,3,2,3,1,Surprise
18,2868,1,1,3,0,Fear
18,2045,3,1,1,1,Sadness
18,474,4,4,4,1,Happiness
18,1302,4,4,4,1,Happiness
18,990,2,2,3,1,Neutral
18,3016,3,3,4,1,Sadness
18,1156,2,2,2,1,Neutral
18,1502,2,2,2,1,Neutral
18,1550,2,3,3,1,Surprise
18,2536,3,1,1,1,Neutral
18,1202,4,4,4,1,Happiness
18,1594,4,4,4,1,Happiness
18,1737,5,5,5,1,Happiness
18,954,3,1,2,0,Disgust
19,3062,1,1,2,1,Sadness
19,1801,3,3,3,1,Sadness
19,1535,2,2,2,1,Fear
19,3047,3,3,3,1,Neutral
19,1127,4,4,4,1,Happiness
19,980,2,2,2,1,Neutral
19,1891,1,1,1,1,Neutral
19,2832,2,2,2,1,Sadness
19,98,3,3,3,1,Happiness
19,1007,2,2,2,1,Neutral
19,3004,2,2,2,1,Neutral
19,421,4,4,4,1,Happiness
19,2634,2,2,2,1,Neutral
19,1352,3,3,3,1,Happiness
19,208,5,5,5,1,Happiness
20,1013,3,1,1,0,Surprise
20,2776,1,1,1,0,Neutral
20,1429,3,3,2,1,Happiness
20,1861,3,2,2,0,Sadness
20,1980,4,2,2,0,Sadness
20,2444,2,2,2,1,Happiness
20,1979,3,4,2,0,Sadness
20,567,3,3,2,1,Happiness
20,2192,2,2,1,1,Happiness
20,381,2,3,1,0,Sadness
20,2546,2,2,1,0,Sadness
20,3068,1,1,1,0,Neutral
20,6,2,2,1,1,Surprise
20,1724,1,1,1,1,Neutral
20,2796,3,3,2,1,Surprise
21,615,3,3,4,1,Happiness
21,2303,4,3,3,1,Neutral
21,2412,4,4,3,1,Happiness
21,1012,2,3,3,1,Neutral
21,692,4,4,4,1,Happiness
21,1044,4,4,4,1,Happiness
21,2792,2,2,2,1,Fear
21,2030,1,1,1,0,Sadness
21,739,2,2,3,1,Sadness
21,853,2,2,2,0,Sadness
21,584,4,4,4,1,Happiness
21,1388,5,5,5,1,Happiness
21,1365,5,5,5,1,Happiness
21,137,5,3,5,1,Sadness
21,887,5,4,4,0,Fear
22,2237,1,1,1,0,Surprise
22,1910,2,2,2,1,Surprise
22,1100,1,1,1,1,Neutral
22,365,1,1,1,0,Sadness
22,1236,1,1,1,1,Neutral
22,1428,2,2,2,1,Happiness
22,724,1,1,1,1,Neutral
22,1628,1,1,1,1,Neutral
22,2291,1,1,1,1,Neutral
22,2369,1,1,1,1,Neutral
22,1273,4,4,4,1,Happiness
22,2674,1,1,1,0,Neutral
22,2340,4,2,3,1,Happiness
22,2162,4,3,4,1,Happiness
22,890,4,3,4,1,Surprise
23,1638,5,4,5,1,Happiness
23,2,1,1,1,0,Fear
23,2957,5,4,4,1,Happiness
23,861,2,1,1,1,Sadness
23,2702,4,3,3,1,Happiness
23,39,4,4,4,1,Happiness
23,1315,5,4,4,1,Happiness
23,634,4,4,4,1,Happiness
23,534,2,2,2,0,Sadness
23,756,1,1,1,0,Sadness
23,2134,1,1,1,1,Sadness
23,969,1,1,1,1,Neutral
23,2326,3,3,3,1,Neutral
23,1521,4,3,4,1,Happiness
23,2341,4,4,4,1,Happiness
24,1869,2,1,2,0,Neutral
24,3032,1,3,3,0,Sadness
24,250,2,2,1,1,Neutral
24,216,3,3,3,0,Fear
24,186,3,3,3,1,Surprise
24,1644,4,4,4,1,Happiness
24,1087,3,4,3,1,Neutral
24,1165,2,3,2,0,Fear
24,1487,3,3,3,1,Happiness
24,2559,3,2,3,1,Happiness
24,2159,4,4,4,1,Happiness
24,2016,2,3,4,1,Sadness
24,1683,5,4,4,1,Happiness
24,271,3,2,3,1,Happiness
24,2654,2,3,3,1,Sadness
25,1554,4,3,4,1,Neutral
25,2302,4,3,4,1,Happiness
25,2618,3,4,4,1,Happiness
25,1454,3,3,5,1,Surprise
25,2353,3,2,3,1,Happiness
25,278,3,2,3,0,Fear
25,2552,2,2,1,0,Happiness
25,2727,3,3,3,1,Happiness
25,736,1,1,1,0,Fear
25,1496,3,2,3,0,Fear
25,148,1,1,2,0,Sadness
25,2050,1,1,1,0,Sadness
25,629,2,2,2,1,Happiness
25,2632,2,1,2,0,Happiness
25,1201,3,2,2,1,Happiness
26,128,1,2,1,0,Fear
26,3037,1,1,1,1,Sadness
26,699,1,5,2,1,Anger
26,1435,5,4,4,1,Happiness
26,1359,4,4,4,1,Happiness
26,1588,3,3,3,1,Neutral
26,2742,3,3,3,1,Neutral
26,2723,3,3,3,1,Surprise
26,1438,4,4,3,1,Happiness
26,2706,5,4,3,1,Happiness
26,340,1,1,1,0,Disgust
26,177,3,3,3,0,Neutral
26,243,1,1,1,0,Sadness
26,2367,3,3,3,1,Neutral
26,780,3,3,3,1,Fear
27,2114,2,1,1,0,Sadness
27,1966,1,1,2,1,Sadness
27,2895,3,2,2,1,Fear
27,1151,5,3,3,1,Surprise
27,1946,1,1,1,1,Neutral
27,2521,3,3,3,0,Neutral
27,1194,5,4,3,1,Happiness
27,2366,1,1,1,1,Sadness
27,1340,5,5,5,1,Happiness
27,93,2,2,2,1,Sadness
27,1538,5,3,2,1,Surprise
27,2352,2,2,2,1,Sadness
27,1940,3,3,3,0,Neutral
27,1522,1,1,1,1,Fear
27,2074,5,3,3,1,Happiness
28,2006,3,2,2,1,Sadness
28,415,4,4,3,1,Happiness
28,414,4,5,3,1,Happiness
28,1546,2,2,2,1,Fear
28,136,3,3,3,0,Neutral
28,1853,2,2,2,0,Neutral
28,184,3,3,4,0,Fear
28,113,2,2,2,0,Sadness
28,1362,5,4,2,1,Happiness
28,524,3,3,1,1,Happiness
28,3009,5,3,2,1,Happiness
28,996,2,1,1,0,Neutral
28,94,3,2,2,0,Sadness
28,46,2,3,3,0,Fear
28,1339,3,4,3,0,Anger
29,1424,5,2,2,1,Happiness
29,2238,3,5,3,1,Happiness
29,2288,3,2,3,1,Happiness
29,1327,3,1,1,1,Surprise
29,556,3,1,1,1,Happiness
29,560,3,1,1,1,Happiness
29,1939,3,1,1,1,Happiness
29,953,3,1,1,1,Neutral
29,557,4,3,3,1,Happiness
29,559,4,2,3,1,Happiness
29,2755,3,1,2,1,Neutral
29,845,5,3,5,0,Fear
29,2219,5,4,5,1,Happiness
29,2087,3,3,3,1,Happiness
29,348,1,3,5,0,Sadness
30,769,3,1,5,0,Neutral
30,248,3,1,5,0,Sadness
30,1045,5,3,5,1,Happiness
30,880,2,1,5,0,Sadness
30,2406,3,1,5,1,Neutral
30,550,3,1,5,0,Neutral
30,1882,3,1,5,0,Neutral
30,2111,5,5,5,1,Happiness
30,1567,3,1,5,0,Neutral
30,1176,1,1,5,0,Sadness
30,1745,3,1,5,0,Neutral
30,773,3,1,5,0,Neutral
30,1391,4,1,5,1,Happiness
30,2161,4,2,5,1,Happiness
30,2409,5,5,5,1,Happiness
31,2963,3,3,3,1,Neutral
31,1848,3,3,3,1,Neutral
31,864,3,3,3,1,Neutral
31,1691,5,4,4,1,Happiness
31,706,4,4,4,1,Happiness
31,1427,5,3,2,1,Happiness
31,2258,5,4,3,1,Happiness
31,230,2,5,3,1,Surprise
31,32,5,5,3,1,Happiness
31,459,3,1,3,1,Neutral
31,738,5,3,3,1,Surprise
31,1970,2,2,1,0,Sadness
31,2604,2,2,2,0,Sadness
31,95,3,2,2,1,Sadness
31,2408,4,4,4,1,Happiness
32,2405,4,2,2,1,Happiness
32,319,2,2,2,0,Disgust
32,2594,3,1,1,1,Neutral
32,2368,4,3,3,1,Happiness
32,2089,3,1,1,1,Neutral
32,1246,4,2,2,1,Happiness
32,471,4,4,3,1,Happiness
32,1341,4,4,3,1,Happiness
32,1982,3,2,2,1,Neutral
32,1600,3,2,2,1,Neutral
32,480,3,3,3,1,Happiness
32,2127,3,3,3,1,Fear
32,1446,3,3,3,1,Surprise
32,2799,1,4,5,0,Anger
32,2014,2,1,2,1,Sadness
33,645,3,1,1,1,Neutral
33,767,3,1,2,1,Neutral
33,1650,3,2,2,1,Happiness
33,1922,2,2,1,0,Fear
33,2660,1,1,1,0,Neutral
33,2745,3,3,3,1,Happiness
33,390,5,3,3,1,Happiness
33,1840,3,3,3,0,Sadness
33,644,5,1,4,1,Happiness
33,865,4,4,4,1,Anger
33,347,5,5,5,0,Sadness
33,2719,4,2,2,1,Happiness
33,481,3,3,3,1,Happiness
33,62,5,5,5,1,Fear
33,2206,4,4,4,1,Happiness
34,598,5,1,5,1,Happiness
34,2630,5,1,5,1,Happiness
34,1146,4,1,4,1,Neutral
34,1038,3,3,3,1,Surprise
34,231,1,4,2,0,Sadness
34,2810,2,2,4,0,Sadness
34,1034,3,3,3,1,Neutral
34,1975,2,2,4,0,Sadness
34,402,4,2,4,1,Happiness
34,129,3,2,5,1,Neutral
34,1812,4,1,5,1,Happiness
34,1374,5,1,4,1,Happiness
34,925,2,4,2,0,Fear
34,2740,5,2,4,1,Happiness
34,464,5,1,5,1,Happiness
35,1518,3,5,2,1,Surprise
35,2191,4,4,5,1,Happiness
35,118,2,1,3,1,Surprise
35,2202,4,3,4,1,Happiness
35,1323,1,1,2,0,Disgust
35,1223,5,3,4,1,Surprise
35,652,3,3,3,1,Neutral
35,1586,4,2,5,1,Happiness
35,2502,3,3,3,1,Neutral
35,2344,5,4,5,1,Happiness
35,2695,3,4,2,1,Sadness
35,1500,2,1,3,0,Anger
35,1757,1,1,3,0,Sadness
35,2442,3,1,5,1,Neutral
35,2678,3,2,3,1,Surprise
36,542,5,4,5,1,Happiness
36,1080,5,5,5,1,Happiness
36,2319,5,5,5,1,Happiness
36,1871,2,1,1,0,Disgust
36,2287,5,5,5,1,Surprise
36,1620,4,3,4,1,Happiness
36,298,5,4,4,1,Happiness
36,2273,5,5,5,1,Happiness
36,2673,1,1,1,0,Disgust
36,453,5,5,5,1,Happiness
36,2481,5,3,4,1,Happiness
36,2937,5,2,1,1,Happiness
36,1642,5,4,5,1,Happiness
36,2356,4,1,5,1,Happiness
36,2994,1,1,1,0,Sadness
37,674,3,3,3,1,Happiness
37,1254,3,3,3,1,Neutral
37,438,3,3,3,1,Surprise
37,2167,3,3,3,1,Neutral
37,599,3,3,3,1,Happiness
37,1892,2,2,2,0,Sadness
37,1311,3,3,3,1,Happiness
37,1881,2,2,2,0,Fear
37,1818,3,3,3,1,Neutral
37,2751,5,5,5,1,Happiness
37,2713,5,5,5,1,Happiness
37,1112,3,3,3,1,Happiness
37,746,3,3,3,0,Sadness
37,3042,3,3,3,1,Surprise
37,2457,3,3,3,0,Anger
38,1308,5,2,3,1,Happiness
38,2074,4,2,2,1,Neutral
38,1327,3,3,3,1,Happiness
38,1317,3,1,2,0,Neutral
38,2014,3,1,2,1,Sadness
38,2369,3,1,1,0,Neutral
38,1621,3,1,1,1,Neutral
38,2442,3,1,1,0,Neutral
38,2195,3,2,1,0,Neutral
38,530,3,2,2,0,Neutral
38,3057,3,1,2,0,Sadness
38,736,3,2,1,1,Neutral
38,1080,4,3,3,1,Happiness
38,155,3,1,2,0,Sadness
38,1251,3,1,1,0,Happiness
39,1317,4,1,1,1,Happiness
39,2195,3,1,3,1,Neutral
39,3057,2,1,3,1,Sadness
39,1080,5,1,2,0,Surprise
39,1308,5,1,3,1,Happiness
39,736,3,1,3,1,Surprise
39,530,4,1,3,1,Neutral
39,2442,4,2,3,1,Happiness
39,2369,4,1,3,1,Surprise
39,1327,3,1,3,0,Neutral
39,1621,3,2,3,1,Sadness
39,2074,4,1,3,1,Happiness
39,2014,2,2,2,1,Sadness
39,155,3,1,3,1,Sadness
39,1251,3,1,3,1,Happiness
40,1317,4,3,2,1,Neutral
40,2014,1,1,1,0,Sadness
40,2074,5,4,4,1,Happiness
40,1327,4,4,4,1,Neutral
40,2442,5,4,4,1,Happiness
40,2195,3,3,3,1,Neutral
40,530,4,3,3,1,Happiness
40,1308,5,4,5,1,Happiness
40,736,1,1,1,0,Anger
40,2369,3,3,2,1,Happiness
40,1621,4,4,3,1,Happiness
40,3057,1,1,2,0,Sadness
40,1080,3,2,1,1,Neutral
40,155,1,1,1,0,Sadness
40,1251,4,4,4,1,Happiness
41,1407,1,1,1,0,Happiness
41,2894,1,3,3,0,Disgust
41,1327,3,3,1,1,Surprise
41,1308,1,1,1,0,Neutral
41,2442,3,3,3,1,Happiness
41,3057,2,2,2,0,Sadness
41,2195,1,1,1,0,Neutral
41,1621,2,3,2,1,Surprise
41,1317,1,1,1,0,Neutral
41,2369,3,2,2,0,Surprise
41,2014,3,3,3,0,Sadness
41,736,2,1,1,0,Surprise
41,530,3,2,1,1,Neutral
41,1080,1,1,1,0,Neutral
41,2074,2,2,2,1,Neutral
42,390,5,3,1,1,Happiness
42,248,2,5,5,0,Anger
42,2273,4,3,1,1,Happiness
42,2,4,5,5,1,Happiness
42,1165,4,1,1,0,Disgust
42,1848,3,3,3,1,Neutral
42,667,3,3,3,1,Neutral
42,1818,3,3,3,0,Happiness
42,113,2,1,1,0,Sadness
42,1738,3,1,1,1,Neutral
42,2193,3,1,1,1,Neutral
42,1417,3,1,3,1,Happiness
42,471,4,3,3,1,Happiness
42,2894,3,3,4,1,Happiness
42,1407,3,2,1,0,Sadness
43,1417,4,4,3,1,Happiness
43,2273,4,3,2,1,Neutral
43,248,3,3,2,1,Sadness
43,1848,3,4,2,1,Surprise
43,667,3,3,1,1,Happiness
43,1738,2,2,1,1,Neutral
43,2193,1,1,1,0,Neutral
43,390,4,5,2,1,Happiness
43,1818,2,2,1,0,Neutral
43,1165,2,2,1,1,Surprise
43,2,2,3,3,1,Fear
43,471,3,5,1,1,Happiness
43,113,3,4,2,1,Sadness
43,2894,2,3,1,1,Surprise
43,1407,3,5,2,1,Happiness
44,1848,1,1,2,1,Neutral
44,248,2,2,2,1,Fear
44,1165,2,2,2,1,Neutral
44,2,3,2,3,1,Fear
44,113,3,3,3,1,Sadness
44,390,2,2,3,1,Happiness
44,1818,2,2,2,1,Neutral
44,2193,2,1,2,1,Sadness
44,667,2,2,2,1,Happiness
44,2273,4,1,3,1,Neutral
44,1738,3,5,2,1,Neutral
44,1417,2,2,2,1,Happiness
44,471,3,2,2,1,Happiness
44,2894,2,3,4,1,Fear
44,1407,2,3,2,1,Sadness
45,2273,3,1,3,1,Happiness
45,1165,4,1,2,0,Neutral
45,1417,4,3,3,1,Happiness
45,113,1,1,2,0,Sadness
45,1848,3,3,3,0,Neutral
45,667,2,1,2,0,Neutral
45,1738,3,2,2,1,Happiness
45,471,2,1,2,1,Happiness
45,390,4,3,3,1,Happiness
45,1818,4,3,3,1,Happiness
45,2,3,3,3,0,Fear
45,248,3,3,2,0,Anger
45,2193,2,2,2,0,Neutral
45,2894,1,1,2,0,Disgust
45,1407,4,2,3,1,Happiness
46,390,3,1,3,1,Happiness
46,1738,3,3,3,1,Neutral
46,248,1,1,1,0,Anger
46,1417,5,2,5,1,Happiness
46,1818,3,3,3,1,Neutral
46,2,3,5,1,0,Fear
46,113,1,1,1,0,Sadness
46,1165,3,1,5,0,Surprise
46,1848,5,3,5,1,Surprise
46,667,5,1,3,1,Happiness
46,471,5,3,3,1,Happiness
46,2193,2,1,1,1,Sadness
46,2273,5,5,1,1,Happiness
46,2894,1,4,1,0,Fear
46,1407,3,1,1,0,Sadness
47,2193,4,1,3,0,Neutral
47,1165,4,4,3,1,Neutral
47,1738,4,3,3,1,Neutral
47,2,2,2,2,1,Fear
47,471,5,4,3,1,Happiness
47,1848,4,5,3,1,Happiness
47,2273,4,4,3,1,Happiness
47,113,2,3,3,1,Sadness
47,1818,4,3,3,1,Neutral
47,667,5,4,4,1,Happiness
47,390,5,3,4,1,Happiness
47,248,2,3,4,1,Surprise
47,1417,5,4,4,1,Happiness
47,2894,3,4,4,1,Happiness
47,1407,4,3,3,1,Happiness
48,2,2,4,5,0,Fear
48,1848,4,3,4,1,Surprise
48,1165,4,4,3,1,Happiness
48,2193,2,2,2,0,Sadness
48,113,2,2,1,0,Sadness
48,390,4,4,3,1,Happiness
48,471,4,3,3,1,Happiness
48,1818,4,3,4,1,Happiness
48,1417,4,4,4,1,Happiness
48,1738,3,1,1,1,Neutral
48,667,5,1,1,1,Happiness
48,2273,3,3,3,1,Neutral
48,248,1,5,5,0,Anger
48,2894,1,5,5,0,Fear
48,1407,2,2,2,0,Sadness
49,390,4,3,2,1,Happiness
49,113,3,1,1,1,Neutral
49,2,4,4,3,1,Surprise
49,248,4,3,5,1,Sadness
49,471,3,1,1,1,Happiness
49,1738,4,3,3,1,Neutral
49,1848,3,3,3,1,Neutral
49,2273,4,2,2,1,Happiness
49,2193,3,1,2,1,Neutral
49,667,2,3,3,1,Happiness
49,1417,4,4,3,1,Happiness
49,1818,4,3,4,1,Happiness
49,1165,3,1,1,0,Neutral
49,1407,4,3,2,1,Happiness
49,2894,4,4,4,1,Happiness
50,1848,4,3,3,1,Surprise
50,2273,5,4,3,1,Happiness
50,1738,3,3,3,1,Neutral
50,667,5,4,4,1,Happiness
50,1818,3,3,3,1,Happiness
50,2,2,4,3,1,Fear
50,248,2,3,3,0,Anger
50,390,4,3,3,1,Happiness
50,2193,2,2,3,0,Sadness
50,1417,4,3,3,1,Happiness
50,471,4,3,3,1,Happiness
50,113,2,2,2,0,Sadness
50,1165,3,2,2,0,Neutral
50,1407,4,4,4,1,Happiness
50,2894,2,3,2,1,Fear
51,2273,4,2,3,1,Happiness
51,2193,2,2,2,0,Neutral
51,471,4,3,4,1,Happiness
51,248,1,4,1,0,Sadness
51,1165,3,1,3,0,Neutral
51,2,1,3,1,0,Fear
51,390,5,2,3,1,Happiness
51,1417,4,4,3,1,Happiness
51,667,4,1,3,1,Happiness
51,113,2,2,3,0,Sadness
51,1848,3,1,3,0,Surprise
51,1818,3,1,3,1,Neutral
51,1738,4,3,3,1,Happiness
51,1407,4,3,3,1,Happiness
51,2894,1,2,3,0,Fear
52,1821,4,5,4,1,Happiness
52,3059,3,1,3,1,Neutral
52,1279,3,4,3,1,Happiness
52,1495,2,1,3,1,Fear
52,1082,4,4,2,1,Happiness
52,380,4,1,1,0,Disgust
52,484,5,4,2,1,Happiness
52,1805,2,1,2,0,Sadness
52,948,5,4,3,1,Happiness
52,137,4,3,2,1,Sadness
52,216,3,3,3,1,Surprise
52,2206,5,5,3,1,Happiness
52,2353,4,3,4,1,Neutral
52,2046,1,2,3,0,Sadness
52,1034,3,4,4,0,Anger
53,1805,2,3,1,0,Sadness
53,3059,2,2,1,0,Sadness
53,1821,5,2,3,1,Happiness
53,1034,2,4,1,0,Fear
53,2353,3,3,1,1,Sadness
53,2206,3,1,3,0,Neutral
53,1082,5,4,5,1,Happiness
53,216,5,1,3,1,Happiness
53,137,1,4,1,0,Sadness
53,484,5,3,3,1,Happiness
53,948,1,4,2,1,Surprise
53,1279,5,3,3,1,Happiness
