user_id,image_id,rating,valence,arousal,dominance,happiness,sadness,anger,fear,surprise,disgust,neutral
10,2925,1,1,4,4,0,3,0,0,0,0,0
10,2892,1,3,4,5,0,0,0,3,0,0,0
10,310,1,3,4,5,3,0,0,0,0,0,0
10,2894,1,3,4,5,0,0,0,3,0,0,0
10,2738,1,3,4,4,3,0,0,0,0,0,0
10,14,1,3,5,5,0,0,0,3,0,0,0
10,732,1,3,3,3,0,0,0,0,0,0,3
10,1780,0,3,1,1,0,5,0,0,0,0,0
10,3059,0,4,3,3,0,4,0,0,0,0,0
10,321,0,3,3,3,0,0,0,0,0,0,3
10,1047,1,3,3,3,4,0,0,0,0,0,0
10,55,1,4,4,5,4,0,0,0,0,0,0
10,2372,1,3,3,3,0,0,0,0,0,0,3
11,1681,1,5,1,4,5,0,0,0,0,0,0
11,1802,0,3,1,1,0,0,0,0,0,0,5
11,1255,1,1,1,1,0,1,0,0,0,0,0
11,383,0,1,1,1,0,1,0,0,0,0,0
11,1612,0,1,1,1,0,0,0,0,0,0,2
11,1821,1,5,3,4,4,0,0,0,0,0,0
11,3015,0,1,3,2,0,3,0,0,0,0,0
11,1708,1,2,1,3,0,0,0,0,0,0,1
11,2002,0,1,1,1,0,5,0,0,0,0,0
11,2951,1,2,2,4,0,0,0,0,0,0,2
11,2985,0,1,1,1,0,0,0,0,0,0,3
11,2306,1,1,1,1,0,0,0,0,0,0,1
11,1417,1,4,3,4,4,0,0,0,0,0,0
11,2621,1,3,3,3,0,0,0,0,0,0,1
11,2285,1,3,2,4,4,0,0,0,0,0,0
12,2914,1,3,5,5,0,0,0,0,0,0,5
12,1235,1,4,4,5,4,0,0,0,0,0,0
12,1525,1,4,2,3,0,4,0,0,0,0,0
12,400,1,4,2,5,5,0,0,0,0,0,0
12,2896,0,5,4,4,0,0,0,0,0,5,0
12,1858,1,3,1,1,0,0,0,0,0,0,4
12,2955,0,3,1,1,0,0,0,5,0,0,0
12,2876,0,5,2,4,0,0,0,0,0,5,0
12,2989,1,4,3,4,4,0,0,0,0,0,0
12,2448,1,1,1,1,0,0,0,0,0,0,5
12,500,1,5,1,5,1,0,0,0,0,0,0
12,1838,1,4,3,3,0,0,0,0,5,0,0
12,1721,1,4,1,2,5,0,0,0,0,0,0
12,2998,1,4,1,3,0,5,0,0,0,0,0
12,2099,1,4,1,1,3,0,0,0,0,0,0
13,2995,1,4,1,2,0,0,0,0,0,0,1
13,2787,1,5,2,5,3,0,0,0,0,0,0
13,1267,1,5,2,2,5,0,0,0,0,0,0
13,601,1,4,3,3,0,0,0,0,0,0,3
13,1775,1,1,4,1,0,4,0,0,0,0,0
13,2474,1,1,1,1,0,0,0,0,0,0,3
13,1089,1,5,3,3,4,0,0,0,0,0,0
13,142,0,1,1,1,0,2,3,0,0,0,0
13,1645,1,5,3,4,4,0,0,0,0,0,0
13,2299,1,5,2,3,4,0,0,0,0,0,0
13,227,0,2,2,2,0,0,3,3,0,0,0
13,155,0,1,1,1,0,3,0,3,0,3,0
13,2684,0,1,1,1,0,0,0,0,0,0,2
13,1280,0,3,2,2,3,0,0,0,4,0,0
13,1601,0,1,1,1,0,0,0,0,0,0,2
14,2097,1,1,1,2,0,0,0,0,0,0,5
14,2137,1,2,2,2,0,0,0,0,0,0,4
14,2556,1,2,2,3,2,0,0,0,0,0,0
14,1342,1,3,3,3,4,0,0,0,0,0,0
14,2844,0,1,1,1,0,3,0,0,0,0,0
14,2533,1,1,1,1,0,0,0,0,0,0,2
14,1279,1,3,3,3,3,0,0,0,0,0,0
14,1091,1,4,4,4,5,0,0,0,0,0,0
14,2736,0,2,2,2,0,0,0,1,0,0,0
14,174,1,3,3,2,0,0,0,0,3,0,0
14,857,0,3,3,2,0,1,0,0,0,0,0
14,612,1,4,4,4,2,0,0,0,0,0,0
14,2649,0,3,2,3,0,0,0,0,1,0,0
14,731,1,3,3,3,0,0,0,0,1,0,0
14,1805,0,3,3,3,0,1,0,0,0,0,0
15,1312,1,3,2,3,4,0,0,0,0,0,0
15,1197,1,3,3,3,3,0,0,0,0,0,0
15,1792,1,2,2,2,0,0,0,0,0,0,2
15,407,1,4,3,3,4,0,0,0,0,0,0
15,1761,1,2,2,2,0,0,0,0,0,0,2
15,2920,1,3,3,2,0,0,0,0,3,0,0
15,346,0,3,4,3,0,0,0,0,0,0,1
15,2882,1,3,2,3,0,0,0,0,3,0,0
15,689,1,4,4,4,5,0,0,0,0,0,0
15,2583,1,3,3,3,0,0,0,0,0,0,3
15,2848,1,3,3,3,0,0,0,0,0,0,3
15,327,1,3,3,3,0,0,0,0,3,0,0
15,2447,0,4,4,4,0,1,0,0,0,0,0
15,2390,0,3,3,3,0,3,0,0,0,0,0
15,1726,0,3,3,3,0,3,0,0,0,0,0
16,364,0,2,1,3,0,0,0,0,0,0,1
16,60,1,3,2,2,1,0,0,0,0,0,0
16,1335,0,1,1,1,0,0,0,0,0,0,1
16,2286,1,4,2,2,1,0,0,0,0,0,0
16,215,1,5,3,2,1,0,0,0,0,0,0
16,2435,1,3,1,1,0,0,0,0,0,0,1
16,2259,0,1,1,1,0,0,0,0,0,0,1
16,205,1,2,1,1,0,0,0,0,0,0,1
16,1833,0,4,1,1,0,5,0,0,0,0,0
16,1395,1,5,3,1,5,0,0,0,0,0,0
16,336,0,5,1,1,0,0,0,0,0,5,0
16,993,0,2,1,1,0,0,0,0,0,0,2
16,2135,1,4,1,1,3,0,0,0,0,0,0
16,1748,0,3,1,1,0,1,0,0,0,0,0
16,2410,1,4,1,1,0,0,0,0,0,0,1
17,80,0,5,3,4,0,0,0,0,4,0,0
17,1720,1,5,5,5,4,0,0,0,0,0,0
17,551,1,3,2,2,0,0,0,0,0,0,3
17,3041,1,3,3,3,0,0,0,0,3,0,0
17,2811,0,4,3,4,0,0,0,4,0,0,0
17,2804,1,4,4,4,0,0,0,4,0,0,0
17,476,1,4,4,4,4,0,0,0,0,0,0
17,166,0,4,4,4,0,0,0,0,0,4,0
17,257,1,4,4,4,4,0,0,0,0,0,0
17,530,1,4,4,4,0,0,0,0,0,0,4
17,791,1,4,3,3,0,0,0,0,4,0,0
17,2396,1,4,4,4,0,0,0,0,0,0,3
17,1495,1,4,3,3,3,0,0,0,0,0,0
17,1317,1,5,4,3,0,0,0,0,0,0,3
17,3057,0,4,3,3,0,4,0,0,0,0,0
18,2476,1,3,2,3,0,0,0,0,4,0,0
18,2868,0,1,1,3,0,0,0,5,0,0,0
18,2045,1,3,1,1,0,3,0,0,0,0,0
18,474,1,4,4,4,5,0,0,0,0,0,0
18,1302,1,4,4,4,5,0,0,0,0,0,0
18,990,1,2,2,3,0,0,0,0,0,0,3
18,3016,1,3,3,4,0,3,0,0,0,0,0
18,1156,1,2,2,2,0,0,0,0,0,0,4
18,1502,1,2,2,2,0,0,0,0,0,0,3
18,1550,1,2,3,3,0,0,0,0,3,0,0
18,2536,1,3,1,1,0,0,0,0,0,0,3
18,1202,1,4,4,4,4,0,0,0,0,0,0
18,1594,1,4,4,4,3,0,0,0,0,0,0
18,1737,1,5,5,5,5,0,0,0,0,0,0
18,954,0,3,1,2,0,0,0,0,0,5,0
19,3062,1,1,1,2,0,3,0,0,0,0,0
19,1801,1,3,3,3,0,1,0,0,0,0,0
19,1535,1,2,2,2,0,0,0,3,0,0,0
19,3047,1,3,3,3,0,0,0,0,0,0,1
19,1127,1,4,4,4,3,0,0,0,0,0,0
19,980,1,2,2,2,0,0,0,0,0,0,1
19,1891,1,1,1,1,0,0,0,0,0,0,1
19,2832,1,2,2,2,0,4,0,0,0,0,0
19,98,1,3,3,3,3,0,0,0,0,0,0
19,1007,1,2,2,2,0,0,0,0,0,0,2
19,3004,1,2,2,2,0,0,0,0,0,0,2
19,421,1,4,4,4,4,0,0,0,0,0,0
19,2634,1,2,2,2,0,0,0,0,0,0,1
19,1352,1,3,3,3,2,0,0,0,0,0,0
19,208,1,5,5,5,5,0,0,0,0,0,0
20,1013,0,3,1,1,0,0,0,0,3,0,0
20,2776,0,1,1,1,0,0,0,0,0,0,5
20,1429,1,3,3,2,4,0,0,0,0,0,0
20,1861,0,3,2,2,0,5,0,0,0,0,0
20,1980,0,4,2,2,0,5,0,0,0,0,0
20,2444,1,2,2,2,3,0,0,0,0,0,0
20,1979,0,3,4,2,0,5,0,0,0,0,0
20,567,1,3,3,2,4,0,0,0,0,0,0
20,2192,1,2,2,1,3,0,0,0,0,0,0
20,381,0,2,3,1,0,5,0,0,0,0,0
20,2546,0,2,2,1,0,5,0,0,0,0,0
20,3068,0,1,1,1,0,0,0,0,0,0,3
20,6,1,2,2,1,0,0,0,0,3,0,0
20,1724,1,1,1,1,0,0,0,0,0,0,5
20,2796,1,3,3,2,0,0,0,0,4,0,0
21,615,1,3,3,4,3,0,0,0,0,0,0
21,2303,1,4,3,3,0,0,0,0,0,0,4
21,2412,1,4,4,3,4,0,0,0,0,0,0
21,1012,1,2,3,3,0,0,0,0,0,0,3
21,692,1,4,4,4,4,0,0,0,0,0,0
21,1044,1,4,4,4,4,0,0,0,0,0,0
21,2792,1,2,2,2,0,0,0,2,0,0,0
21,2030,0,1,1,1,0,4,0,0,0,0,0
21,739,1,2,2,3,0,3,0,0,0,0,0
21,853,0,2,2,2,0,4,0,0,0,0,0
21,584,1,4,4,4,4,0,0,0,0,0,0
21,1388,1,5,5,5,5,0,0,0,0,0,0
21,1365,1,5,5,5,5,0,0,0,0,0,0
21,137,1,5,3,5,0,5,0,0,0,0,0
21,887,0,5,4,4,0,0,0,3,0,0,0
22,2237,0,1,1,1,0,0,0,0,1,0,0
22,1910,1,2,2,2,0,0,0,0,2,0,0
22,1100,1,1,1,1,0,0,0,0,0,0,1
22,365,0,1,1,1,0,4,0,0,0,0,0
22,1236,1,1,1,1,0,0,0,0,0,0,1
22,1428,1,2,2,2,3,0,0,0,0,0,0
22,724,1,1,1,1,0,0,0,0,0,0,1
22,1628,1,1,1,1,0,0,0,0,0,0,1
22,2291,1,1,1,1,0,0,0,0,0,0,1
22,2369,1,1,1,1,0,0,0,0,0,0,1
22,1273,1,4,4,4,5,0,0,0,0,0,0
22,2674,0,1,1,1,0,0,0,0,0,0,1
22,2340,1,4,2,3,3,0,0,0,0,0,0
22,2162,1,4,3,4,3,0,0,0,0,0,0
22,890,1,4,3,4,0,0,0,0,2,0,0
23,1638,1,5,4,5,5,0,0,0,0,0,0
23,2,0,1,1,1,0,0,0,5,0,0,0
23,2957,1,5,4,4,5,0,0,0,0,0,0
23,861,1,2,1,1,0,5,0,0,0,0,0
23,2702,1,4,3,3,4,0,0,0,0,0,0
23,39,1,4,4,4,5,0,0,0,0,0,0
23,1315,1,5,4,4,5,0,0,0,0,0,0
23,634,1,4,4,4,5,0,0,0,0,0,0
23,534,0,2,2,2,0,4,0,0,0,0,0
23,756,0,1,1,1,0,4,0,0,0,0,0
23,2134,1,1,1,1,0,5,0,0,0,0,0
23,969,1,1,1,1,0,0,0,0,0,0,4
23,2326,1,3,3,3,0,0,0,0,0,0,4
23,1521,1,4,3,4,4,0,0,0,0,0,0
23,2341,1,4,4,4,5,0,0,0,0,0,0
24,1869,0,2,1,2,0,0,0,0,0,0,2
24,3032,0,1,3,3,0,3,0,0,0,0,0
24,250,1,2,2,1,0,0,0,0,0,0,2
24,216,0,3,3,3,0,0,0,3,0,0,0
24,186,1,3,3,3,0,0,0,0,3,0,0
24,1644,1,4,4,4,4,0,0,0,0,0,0
24,1087,1,3,4,3,0,0,0,0,0,0,3
24,1165,0,2,3,2,0,0,0,3,0,0,0
24,1487,1,3,3,3,3,0,0,0,0,0,0
24,2559,1,3,2,3,3,0,0,0,0,0,0
24,2159,1,4,4,4,4,0,0,0,0,0,0
24,2016,1,2,3,4,0,4,0,0,0,0,0
24,1683,1,5,4,4,5,0,0,0,0,0,0
24,271,1,3,2,3,4,0,0,0,0,0,0
24,2654,1,2,3,3,0,3,0,0,0,0,0
25,1554,1,4,3,4,1,1,1,1,1,1,5
25,2302,1,4,3,4,4,1,1,1,3,1,1
25,2618,1,3,4,4,4,1,1,1,3,1,1
25,1454,1,3,3,5,1,1,1,2,3,1,1
25,2353,1,3,2,3,2,1,1,2,2,1,1
25,278,0,3,2,3,1,1,1,2,2,1,1
25,2552,0,2,2,1,1,1,1,1,1,1,1
25,2727,1,3,3,3,3,1,1,1,3,1,1
25,736,0,1,1,1,1,1,1,2,1,1,1
25,1496,0,3,2,3,1,1,1,2,1,1,1
25,148,0,1,1,2,1,4,1,2,4,2,1
25,2050,0,1,1,1,1,3,1,1,1,1,1
25,629,1,2,2,2,2,1,1,1,1,1,1
25,2632,0,2,1,2,1,1,1,1,1,1,1
25,1201,1,3,2,2,2,1,1,1,1,1,1
26,128,0,1,2,1,0,0,0,2,0,0,0
26,3037,1,1,1,1,0,2,0,0,2,0,0
26,699,1,1,5,2,0,0,3,0,0,0,0
26,1435,1,5,4,4,2,0,0,0,0,0,0
26,1359,1,4,4,4,2,0,0,0,0,0,0
26,1588,1,3,3,3,0,0,0,0,0,0,1
26,2742,1,3,3,3,0,0,0,0,0,0,1
26,2723,1,3,3,3,0,0,0,0,2,0,0
26,1438,1,4,4,3,3,0,0,0,0,0,0
26,2706,1,5,4,3,5,0,0,0,4,0,0
26,340,0,1,1,1,0,0,0,0,0,5,0
26,177,0,3,3,3,0,0,0,0,0,0,1
26,243,0,1,1,1,0,1,1,0,0,0,0
26,2367,1,3,3,3,0,0,0,0,0,0,1
26,780,1,3,3,3,0,0,0,4,0,0,0
27,2114,0,2,1,1,0,3,0,0,0,0,2
27,1966,1,1,1,2,0,3,0,2,0,0,0
27,2895,1,3,2,2,0,0,0,4,2,2,0
27,1151,1,5,3,3,0,0,0,0,4,0,0
27,1946,1,1,1,1,0,0,0,0,0,2,3
27,2521,0,3,3,3,0,0,0,0,0,0,3
27,1194,1,5,4,3,3,0,0,0,0,0,0
27,2366,1,1,1,1,0,2,0,2,0,0,0
27,1340,1,5,5,5,5,0,0,0,0,0,0
27,93,1,2,2,2,0,2,0,0,0,0,0
27,1538,1,5,3,2,4,0,0,0,5,0,0
27,2352,1,2,2,2,0,4,0,0,0,0,3
27,1940,0,3,3,3,0,0,0,0,0,3,5
27,1522,1,1,1,1,0,0,0,5,0,0,0
27,2074,1,5,3,3,5,0,0,0,0,0,0
28,2006,1,3,2,2,0,3,0,0,0,0,3
28,415,1,4,4,3,4,0,0,0,0,0,0
28,414,1,4,5,3,4,0,0,0,0,0,0
28,1546,1,2,2,2,0,1,0,3,0,0,0
28,136,0,3,3,3,0,0,0,0,0,0,3
28,1853,0,2,2,2,0,0,0,0,0,0,3
28,184,0,3,3,4,0,0,0,4,0,0,0
28,113,0,2,2,2,0,3,0,2,0,1,0
28,1362,1,5,4,2,5,0,0,0,0,0,0
28,524,1,3,3,1,2,0,0,0,0,0,0
28,3009,1,5,3,2,3,0,0,0,0,0,0
28,996,0,2,1,1,0,0,0,0,0,0,1
28,94,0,3,2,2,0,3,0,3,0,0,0
28,46,0,2,3,3,0,0,0,4,0,0,0
28,1339,0,3,4,3,0,0,3,0,0,0,0
29,1424,1,5,2,2,5,0,0,0,0,0,0
29,2238,1,3,5,3,5,0,0,0,0,0,0
29,2288,1,3,2,3,5,0,0,0,0,0,0
29,1327,1,3,1,1,0,0,0,0,3,0,0
29,556,1,3,1,1,4,0,0,0,0,0,0
29,560,1,3,1,1,3,0,0,0,0,0,0
29,1939,1,3,1,1,3,0,0,0,0,0,0
29,953,1,3,1,1,0,0,0,0,0,0,3
29,557,1,4,3,3,5,0,0,0,0,0,0
29,559,1,4,2,3,3,0,0,0,0,0,0
29,2755,1,3,1,2,0,0,0,0,0,0,4
29,845,0,5,3,5,0,0,0,4,0,0,0
29,2219,1,5,4,5,5,0,0,0,0,0,0
29,2087,1,3,3,3,3,0,0,0,0,0,0
29,348,0,1,3,5,0,3,0,3,0,0,0
30,769,0,3,1,5,0,0,0,0,0,0,3
30,248,0,3,1,5,0,3,0,0,0,0,3
30,1045,1,5,3,5,5,0,0,0,0,0,0
30,880,0,2,1,5,0,3,0,0,0,0,0
30,2406,1,3,1,5,0,0,0,0,0,0,3
30,550,0,3,1,5,0,0,0,0,0,0,3
30,1882,0,3,1,5,0,0,0,0,0,0,3
30,2111,1,5,5,5,3,0,0,0,0,0,0
30,1567,0,3,1,5,0,0,0,0,0,0,3
30,1176,0,1,1,5,0,5,0,0,0,0,0
30,1745,0,3,1,5,0,0,0,0,0,0,3
30,773,0,3,1,5,0,0,0,0,0,0,3
30,1391,1,4,1,5,3,0,0,0,0,0,0
30,2161,1,4,2,5,3,0,0,0,0,0,0
30,2409,1,5,5,5,4,0,0,0,0,0,0
31,2963,1,3,3,3,0,0,0,0,0,0,1
31,1848,1,3,3,3,0,0,0,0,0,0,2
31,864,1,3,3,3,0,0,0,0,0,0,2
31,1691,1,5,4,4,3,0,0,0,0,0,0
31,706,1,4,4,4,3,0,0,0,0,0,0
31,1427,1,5,3,2,3,0,0,0,0,0,0
31,2258,1,5,4,3,3,0,0,0,0,0,0
31,230,1,2,5,3,0,0,0,0,2,0,0
31,32,1,5,5,3,5,0,0,0,0,0,0
31,459,1,3,1,3,0,0,0,0,0,0,1
31,738,1,5,3,3,0,0,0,0,2,0,0
31,1970,0,2,2,1,0,2,0,0,0,0,0
31,2604,0,2,2,2,0,3,0,3,3,0,0
31,95,1,3,2,2,0,1,0,0,0,0,0
31,2408,1,4,4,4,5,0,0,0,0,0,0
32,2405,1,4,2,2,2,0,0,0,0,0,0
32,319,0,2,2,2,0,0,0,0,0,3,0
32,2594,1,3,1,1,0,0,0,0,0,0,3
32,2368,1,4,3,3,4,0,0,0,0,0,0
32,2089,1,3,1,1,0,0,0,0,0,0,3
32,1246,1,4,2,2,3,0,0,0,0,0,0
32,471,1,4,4,3,4,0,0,0,0,0,0
32,1341,1,4,4,3,5,0,0,0,0,0,0
32,1982,1,3,2,2,0,0,0,0,0,0,1
32,1600,1,3,2,2,0,0,0,0,0,0,3
32,480,1,3,3,3,3,0,0,0,0,0,0
32,2127,1,3,3,3,0,0,0,1,0,0,0
32,1446,1,3,3,3,0,0,0,0,3,0,0
32,2799,0,1,4,5,0,0,5,0,0,0,0
32,2014,1,2,1,2,0,3,0,0,0,0,0
33,645,1,3,1,1,0,0,0,0,0,0,3
33,767,1,3,1,2,0,0,0,0,0,0,3
33,1650,1,3,2,2,3,0,0,0,0,0,0
33,1922,0,2,2,1,0,0,0,3,0,0,0
33,2660,0,1,1,1,0,0,0,0,0,0,2
33,2745,1,3,3,3,3,0,0,0,0,0,0
33,390,1,5,3,3,4,0,0,0,0,0,0
33,1840,0,3,3,3,0,4,0,0,0,0,0
33,644,1,5,1,4,4,0,0,0,0,0,0
33,865,1,4,4,4,0,0,4,0,0,0,0
33,347,0,5,5,5,0,5,0,0,0,0,0
33,2719,1,4,2,2,3,0,0,0,0,0,0
33,481,1,3,3,3,4,0,0,0,0,0,0
33,62,1,5,5,5,0,0,0,5,0,0,0
33,2206,1,4,4,4,3,0,0,0,0,0,0
34,598,1,5,1,5,4,0,0,0,0,0,0
34,2630,1,5,1,5,5,0,0,0,0,0,0
34,1146,1,4,1,4,2,0,0,0,0,0,4
34,1038,1,3,3,3,0,3,0,2,4,0,0
34,231,0,1,4,2,0,5,4,4,3,0,0
34,2810,0,2,2,4,0,4,0,3,0,0,0
34,1034,1,3,3,3,0,0,0,0,0,0,4
34,1975,0,2,2,4,0,4,0,0,0,0,0
34,402,1,4,2,4,4,0,0,0,2,0,0
34,129,1,3,2,5,0,0,0,0,0,0,4
34,1812,1,4,1,5,5,0,0,0,4,0,3
34,1374,1,5,1,4,4,0,0,0,4,0,0
34,925,0,2,4,2,0,2,0,4,3,0,0
34,2740,1,5,2,4,4,0,0,0,3,0,0
34,464,1,5,1,5,5,0,0,0,0,0,0
35,1518,1,3,5,2,0,0,0,0,4,3,0
35,2191,1,4,4,5,4,0,0,0,0,0,0
35,118,1,2,1,3,0,3,0,1,4,0,0
35,2202,1,4,3,4,5,0,0,0,0,0,0
35,1323,0,1,1,2,0,0,2,0,0,4,0
35,1223,1,5,3,4,4,0,0,0,5,0,0
35,652,1,3,3,3,0,0,0,0,0,0,3
35,1586,1,4,2,5,4,0,0,0,0,0,0
35,2502,1,3,3,3,0,0,0,0,0,0,5
35,2344,1,5,4,5,5,0,0,0,4,0,0
