image_id,visual_pca_00,visual_pca_01,visual_pca_02,visual_pca_03,visual_pca_04,visual_pca_05,visual_pca_06,visual_pca_07,visual_pca_08,visual_pca_09,visual_pca_10,visual_pca_11,visual_pca_12,visual_pca_13,visual_pca_14,visual_pca_15,visual_pca_16,visual_pca_17,visual_pca_18,visual_pca_19,visual_pca_20,visual_pca_21,visual_pca_22,visual_pca_23,visual_pca_24,visual_pca_25,visual_pca_26,visual_pca_27,visual_pca_28,visual_pca_29,visual_pca_30,visual_pca_31,visual_pca_32,visual_pca_33,visual_pca_34,visual_pca_35,visual_pca_36,visual_pca_37,visual_pca_38,visual_pca_39,visual_pca_40,visual_pca_41,visual_pca_42,visual_pca_43,visual_pca_44,visual_pca_45,visual_pca_46,visual_pca_47,visual_pca_48,visual_pca_49,visual_pca_50,visual_pca_51,visual_pca_52,visual_pca_53,visual_pca_54,visual_pca_55,visual_pca_56,visual_pca_57,visual_pca_58,visual_pca_59,visual_pca_60,visual_pca_61,visual_pca_62,visual_pca_63
11,-2.2160376370258694,-2.1628995483198077,-2.0283620749453375,0.2030640898231747,-0.047408568399364914,-1.718496709794784,0.35117518863787056,0.17407094769687337,0.05365446655343123,-1.7823294420044762,-0.10463917739039885,0.18461506345127998,-0.05182281697409348,0.09874817264288219,0.16521601077337728,0.06008703359507693,0.0001218299913778309,-0.21297611131739264,-0.34281259510081286,-0.05940038348992305,-0.30264596599266214,0.31447000011970705,-0.17894123842882687,0.23925393498164937,0.5744495916475639,0.25049425884182147,-0.028033082611114465,-0.5419006173763298,-0.1418637826903641,0.3097088715954905,0.3771250397267391,0.34866543125720423,-0.3905194571492362,0.30718831812006325,0.053494748063531106,0.32385654576077916,-0.4933090819157123,-0.15101265228150396,0.40955292283999456,0.08117910401648534,0.24215268447077157,-0.34031853818351665,-0.15679557868698302,-0.10650276412952514,0.29411084425019085,-0.038697253391907355,0.3009950885409325,0.026261432080557714,0.08162383653280446,-0.0653410523979735,-0.35896117279695416,-0.30917781201820904,-0.16379859921917117,-0.5361311945038676,0.48701632767654046,0.36078275839236423,-0.02060624280632094,0.24212257765883102,0.5045693239305667,-0.06344229497397673,-0.17768911282323743,-0.33092478510720713,-0.1342929148508094,-0.13387040134166178
12,-2.2332571108185033,-2.2252162024283577,-2.85061433876041,1.3931496149532654,-0.3307336482731634,-0.2767903334127848,-0.31000649208494346,-0.02057535499634458,-0.853653787942496,-0.1757674443188113,-0.42187061166216333,-0.028640479198817126,0.5938019350767607,0.4226971549477143,-1.1900537510283484,0.4667287299378635,0.7205771780751808,-1.246532897894274,-0.7579523305636394,-0.5127806633443734,0.12381933902152487,0.5542372881514672,-0.19447844735896525,0.6865365447593272,0.6012639885547633,0.25382504847015575,-0.015885124815085944,-0.8096078894808361,2.1727818658520226,0.13109774256303972,-0.006047442898607758,-0.0011524794810783834,-0.5785680713731303,0.34331948362626086,0.5622420120759892,0.4304588609807492,-0.45381953499682404,-0.2378997685592097,-0.7161712758556475,-1.3970312391274726,-0.42523986240309236,-1.2056681954186286,0.10486956672227943,0.14852548406467703,-0.053047247123248514,-0.6014397892855181,-0.6685843843896118,-0.17286029184932927,0.23638966986428112,0.3078253224759606,-1.123268141785956,-0.70570773278545,-0.15556171398079643,0.023559058407993327,-0.03705664724657898,0.8208332157389632,1.2154244074192098,-0.6944587766645544,-0.1637974259395809,-0.01803634496362973,-1.0094336522848035,-0.8548028137781666,0.042440080794750853,0.7487274703153224
13,-1.8511483408997793,-2.2316086013860583,-1.7647744218056767,1.7348569107368834,-0.5636160417551606,-0.6773083298372283,0.9009146022025939,0.01884826928806632,-0.3734100650288824,-0.2649356153630813,-1.3274854668016256,-1.141300720972038,-0.30753222663446045,0.3146738863552544,-0.6435562127755209,-0.4246713962747525,1.110711707483201,-1.1387691341682107,0.09173875825117683,-0.434121887704773,-0.9817520862761064,2.1120416028305953,0.49972593775977564,0.03361906394754954,0.7180690741721456,0.4586215628716373,0.4475873149542058,0.09479231497611984,1.074724581343296,0.6235601244084504,0.2712960066803874,0.12559336411898425,-2.044350329581355,0.2652739195476131,0.22609146388734935,0.7068689857596233,-0.9167053616048196,-1.094850238806314,0.8515666298626359,-1.2279872390381101,0.19817955313094734,-1.4805496878153463,-0.4076765082842486,0.4386946945096371,1.27614281876916,-0.2343885630822283,0.6181266117498498,0.6232620551926766,-0.29631940664347295,0.30499656001945885,0.4296466898992229,0.23399872185348852,-0.1476733623728071,-1.1604947074387213,-0.3585148283340559,1.2281173924068716,0.18988153819328812,-0.13203893153551222,-0.025371851568173953,0.41646230005932855,-0.7870027265961892,-0.40763446962379435,-0.11201596743005338,0.004130026870339826
14,-1.54644645509529,-2.8300327214510714,-2.234771214135257,2.216870022653606,-0.6062803704596735,-0.4560351169890473,0.5976294645259307,0.3141013390265675,-0.5011354877178479,0.10238356522059289,-0.4259924035693646,-0.5975632265855189,-0.24596344671326772,0.36260312519156845,-0.17185839270754713,0.19279275916540678,1.2605353802267398,-1.3501481828616295,-0.6684597456296428,-0.45955241884866893,-1.0468389779776759,0.6300915455925573,0.5705546763465704,-0.1841173236512691,0.2978813976267559,0.5696253681666639,-0.28364641522645023,-0.23428630937737932,1.1823058074267996,0.13245032215589908,-0.7493033153643852,0.14114966722062172,-1.6347304162407168,0.5611795203742225,-0.46785805620789345,0.5290730469799452,-1.1366960208139136,-1.2842217106815317,0.8484622580370358,-1.289749016881979,-0.3796163890969017,-1.0940790496182946,-0.4388785698594786,0.45044265341852613,1.24859369913247,0.1851457836334958,0.39104737086424163,0.08174115730177156,0.2853926036215399,0.29469267401060206,-0.30992352076496293,0.03942904265974656,-0.5085065869986137,-0.9726073588372546,-0.7860377405122828,0.9151456000608423,0.0513498099378835,-0.43795236175084884,-0.28503764988381297,0.5193992142095771,-0.4768902911595686,-0.26925597008831414,-0.0342850181371499,0.6286311890982724
15,-2.4018032037393686,-2.3708802898196315,-2.2049687723722498,0.39479267395420714,-0.11481993530824608,-1.0587509055534121,0.35174246883583493,-0.09963016660975232,-0.30456262706386117,-1.0824145689379678,-0.528447647756756,-0.0018913587615531635,0.020383632769168443,0.13519697371114428,0.026928503317574817,0.0785468282287661,-0.02360840647190776,-0.682535516446614,-0.48368077141459315,-0.14648491774127415,-0.2035024021050788,-0.05872521402564117,-0.12329420758526967,0.3748490310373441,0.06036368539326792,0.6986670787545284,0.03813784770130027,-0.2671577984509418,-0.06540261381466872,0.2691245173397179,-0.1788045092234585,-0.057959400683956164,-0.5591371339924132,-0.047270614263466675,-0.1009396895324067,0.18708444461411733,-0.3331545416966204,-0.39351906513455026,0.6824261111466488,0.14698995292102215,0.07883157556527476,-0.13678280013509614,-0.15695175524504779,-0.08475784991653708,0.32910974727929937,0.42515042777328027,0.010032021562544291,-0.07553044824919736,-0.2604506977008794,0.0015829076385094343,0.03073153418609817,-0.07615621649151999,-0.07491587942241085,-0.21794071809195548,-0.18306447320331606,0.1775063852379091,0.06017754709188873,0.1762613508992873,0.10190692776218091,0.06578745560880869,0.13664959279702069,0.39837497423641444,0.17828779759282878,-0.038248618232150755
16,-1.114872532512194,-2.376497908069046,-1.7206191904760266,-0.00827219051656325,0.35261961924871504,-1.1359951810707205,0.37159384999363854,0.04951825629111162,0.11222667314335874,-1.148490718239744,-0.05833465226048434,0.30476850810604655,-0.25693275565132256,-0.12646953382031761,0.24677413203992193,0.03489713150011134,-0.2727656429052185,-0.34938458919901394,-0.15122527409800135,0.03587984676615569,-0.21875568746754262,0.18871580321753245,0.48709200804169267,0.264756391146586,0.041008042859761284,0.5518143901092563,0.039007997320686175,0.265026064974215,-0.10652860061273911,-0.17634305852053794,0.07095423908254103,0.12434168042735233,-0.6903737451200379,-0.06946719617365138,-0.307307790899859,0.17897047441968084,0.019547602054512274,-0.09205457106361377,0.7163094244123303,0.045429959177437584,0.08366039402433065,0.2843395872126744,0.5176854899533561,0.28108766052702466,-0.18993405881187944,0.12411717841944464,0.2621418478566957,-0.31977493493603354,0.25004257148528763,-0.3927216787630369,-0.2359428268517496,0.04133348986038193,-0.2522430511346289,-0.05635732913963173,0.04007013213416888,0.15862940980684082,0.4997733132038661,0.11253544492719943,0.2823641646545964,-0.37593942577980743,0.2287609357937869,-0.2562842505437368,-0.3117487030753765,0.3343209697149995
17,-2.226068022102357,-1.8988482218811817,-2.2232135801868447,0.8964013235435477,0.13041540786466088,0.671132388690385,0.30861951665319864,-0.3184605371566611,-0.6725355961355759,-0.6723736220239489,-0.7946606934053297,-0.5160538758928147,0.1791135606046699,0.01041770248571694,-0.3704925603988735,0.22149976684916545,-0.05572257005631753,-0.8317140631613851,-0.2301534409289065,0.015059363015090255,-0.4865351281587952,0.6629366995204881,0.4671773840995623,0.7642673010327921,0.21174484246782102,0.5811627483323334,0.40597470231889315,-0.623983113036912,0.8038683933356977,0.018067759120870823,0.5229459328830879,-0.3934324470549384,-0.3963466661269583,0.3653976663885872,0.6677307175276359,0.4128604408362314,-0.5340348819350963,-0.6992383920344516,0.846847790308368,-0.08915727375353072,-0.04773199703997877,-0.8238685824682639,-0.38341197137685645,0.12457919522248223,0.1501780467636683,0.118841895909646,0.272714134754857,-0.28088696095779697,-0.33099682028642335,0.3628265217411196,0.017481432394997776,0.2952360460260615,-0.8367121749376508,-0.31678881127564085,-0.10940502166868313,0.385523386475982,0.3022641147535633,0.6198513565827388,0.5617085004583632,0.545642485725057,-0.5321895322318676,0.6168136283956452,0.016547709435202437,-0.1365426996452862
18,-2.313127694792215,-2.147094203756595,-2.087553211393467,0.3268184958327811,-0.1647743234497474,-0.8786121072814244,0.24672818353094772,-0.0707902903052567,-0.46926217925397296,-0.9816111015580868,-0.6134325728088134,0.0803562454527923,-0.014278228016596957,-0.39979765725279043,0.18872783198046192,-0.26843351900433343,0.04654792443868916,-0.7851482192660187,-0.623083333154693,0.15435761596356085,-0.37203702726157606,0.2407318636684021,0.265672108793583,0.6604005973279501,-0.1799211038174407,0.48099344058168186,0.22739042693223827,-0.0020391316021444034,0.24989674777396131,0.4550707220560998,-0.006475954174972071,-0.613163003546103,-0.7953462345164406,-0.1501056530422719,0.14782263091129205,-0.12007965615914049,-0.2627181129415906,-0.4304278477045063,0.9838069110605241,0.17746617362708683,-0.5430905737623204,-0.44366502132865315,0.061998099997582504,-0.21345821143732524,0.49726954709935456,0.3650444325518153,0.18507610621608764,-0.0004264779012903355,-0.41725098636466734,0.028917408832955016,0.1645691120033061,0.07292717748431299,-0.08147398773827605,-0.08072729806534513,-0.2085371615860914,0.1814352948316013,0.04114368481410964,0.19971756491451528,0.4604811165008228,-0.08808173775765332,-0.46154280706109113,0.20068995285098745,-0.028862105001665556,0.0071274864578696855
19,-2.4204200660739295,-2.0536573918663423,-1.8367194733696395,-0.13626154883651553,0.4501075659165248,-0.9804486550314934,0.4789770595072268,0.12641506928921337,0.03982062979914619,-1.3473195487515728,-1.1846019363575822,0.19219118585742895,-0.25418114932459845,-0.1262056278663021,-0.24986581574094938,0.01257677598230511,-0.06326284266866294,-0.6521443160154272,-0.5573216898462154,0.1070054139537762,-0.43721289917675465,0.47780456992723214,0.3398985929488422,0.7294791709364747,0.04336294762094961,0.24755443618010275,0.5324148103181264,-0.16652969378867696,-0.16184354404798051,0.7312300601712549,-0.2687513719066126,0.26566018823966836,0.2182309840685463,0.6391416739766267,0.12447873179384111,-0.13858534579417464,0.18665011808527623,0.10220625746174977,0.45501189237299805,0.18213304755714801,-0.22145873539216232,-0.40520345215304576,0.30164923013527345,-0.14980272980201592,0.05850179201065002,0.12906395710763216,0.5426733089170525,-0.08181623253812716,-0.28862250938642753,-0.10167054649781165,-0.10735825427018328,0.2342862441581514,0.07661432691538972,-0.4763495387478607,-0.10054718166233353,0.3584084978470158,-0.05771288295055159,0.43568968899556326,0.8468493485827115,-0.03813464708248081,-0.4618446061627502,0.7110457091719603,0.09203220919892457,0.14286550961508512
20,-2.316712652323376,-2.130055587064661,-1.9887540983999494,-0.01848028122304729,0.03379952495249411,-1.5726554653198317,0.37417662400586843,0.30140601752413604,0.3765733055014334,-1.4055041945983857,-0.5336703229921459,-0.16765378901985817,-0.1379517143761057,0.10642035506926525,0.01989582214804054,-0.2271378477437043,0.1091981657762871,-0.14966028779035995,-0.2615610060001445,-0.10102297230215235,-0.2155121164790395,0.2680477872823669,-0.07126894576226506,0.15365591037691514,0.024606361966394652,0.3566012513095177,0.08736609905652948,-0.23117121177950495,-0.17816820949925333,0.2647032943912324,-0.11914565610105357,0.2271470836760803,-0.36965441923406145,0.34437839778493456,-0.05857458545521821,0.14656805796801609,-0.13982493392958514,-0.16316064824469934,0.131897249662408,-0.1637473138970048,0.2876761950251351,-0.1325608913938638,-0.13058946257784346,-0.18867828932555034,0.30426912312560267,0.1750236007290659,0.16699135322722827,-0.04697252421385036,0.2189060172898778,-0.2715741032674493,-0.010514873503425032,-0.31987644047664604,0.04151146326194349,0.06551272686130025,0.15829717545152694,0.013368230547304245,0.03484953081626022,0.45836493698541836,0.19983865732384046,0.2682959713985344,-0.10460042088903404,0.023441915763086144,-0.01857316443262249,0.042021005820859825
21,-2.4094266182449906,-2.0747917025359017,-2.0635117881363683,-0.18149163479119268,-0.05485056686743828,-1.3848466574226856,0.04455072102125568,-0.10652783100505925,0.2482625386394821,-1.5219431035429365,-0.49418281214403104,0.08070956062544915,0.10533450302792427,-0.16939156752321582,0.26999691699364453,-0.08757410570862073,-0.17219107845344983,-0.2288101665763023,-0.3575894795447123,-0.19190002408628698,-0.10842000040242125,0.2934551136749666,-0.11875049141863536,0.5516513182451028,-0.10683519064683938,0.5312679521426623,0.05682218734941594,0.16666750049967313,0.05541713204923049,0.2324308442755882,0.012532855620702,-0.3415904093754799,-0.47761686065975545,0.13398514741197634,0.15043559329327877,0.1143950603009024,-0.373423950281642,-0.05144107170394299,0.5952613166921069,-0.07352476331699775,-0.12994510841646267,-0.43505553837829386,-0.00747203216214587,-0.09928380727681126,0.4947487082960269,0.10797529327371169,0.22519480570195782,-0.01867979543374737,0.049825263769132745,0.021541658896208626,-0.08218637812126037,-0.21107934618045382,0.051764026373968375,0.09274030060543778,0.03952540264746757,0.17760015576049185,0.12152861221170927,0.14149295547500765,0.42446311393038355,0.11761354992102324,-0.01120147182298362,-0.0013798965735320676,0.035779818668321584,0.09117848020213493
